partition,mol,smiles,strength,absorption,E_S1_eV,E_T1_eV,E_ST_eV,f_osc_S1
partition_0,mol0149,c1ccc(-c2ncc(C3CCCC(c4cccc(-n5cnc6cc7c(cc65)ncn7-c5cccc(C6CCCC6)c5)c4)C3)cn2)cc1,0,2,3.980100,3.232900,0.747200,0.382448
partition_0,mol0150,Cc1ccc2c(c1)-c1sn(-c3ccccc3)c(=S)c1C(C)(C)N2C,0,2,2.692500,2.151000,0.541500,0.347832
partition_0,mol0151,CC(=O)c1cc(N2CCCCC2)cc2c1C(C)(C)c1ccc(N3CCCCC3)cc1-2,0,2,3.334400,2.944800,0.389600,0.084820
partition_0,mol0152,CCCCCCCCCN1c2ccc(C)cc2Sc2cc(C=O)ccc21,0,2,2.770700,2.172900,0.597800,0.302042
partition_0,mol0153,CCCCCCCN(c1ccccc1)c1ccccc1,0,2,3.923700,3.340400,0.583300,0.140480
partition_0,mol0154,CCCCCCCCN1c2ccc(Br)cc2C(C)(C)c2cc(Br)ccc21,0,2,3.931100,3.352900,0.578200,0.071783
partition_0,mol0155,Cc1cc2ccccc2c2ccc3ccccc3c12,0,2,3.675800,3.052200,0.623600,0.009326
partition_0,mol0156,O=c1ccn(-c2ccc(C3CCCC3)cc2)c2ccccc12,0,2,3.924400,3.003400,0.921000,0.099969
partition_0,mol0157,c1ccc2c(c1)c1cccnc1n2C1CCCC1,0,2,3.857900,3.396700,0.461200,0.060194
partition_0,mol0158,CC(=O)c1c2ccccc2cc2ccccc12,0,2,3.449600,2.310400,1.139200,0.217805
partition_0,mol0159,c1ccc2c(c1)Sc1ccccc1N2c1ccc(C2CCCC2)cc1,0,2,3.257000,2.838300,0.418700,0.097580
partition_0,mol0160,N#Cc1ccc2c(C#N)cc3ccccc3c2c1,0,2,3.785000,3.213900,0.571100,0.018297
partition_0,mol0161,CCCCCCCCN1c2ccccc2Sc2cc(/C=N/NC(=O)c3ccccc3O)ccc21,0,2,3.086800,2.573400,0.513400,0.549091
partition_0,mol0162,OC1[CH]O[C@@H](C2CCCC2)C1,0,2,4.204000,4.204000,0.000000,0.002026
partition_0,mol0163,CC(=O)c1cc2ccc3cccc4ccc(c1)c2c34,0,2,3.468400,2.799300,0.669100,0.020499
partition_0,mol0164,Nc1cc2ccc3cccc4ccc(c1)c2c34,0,2,3.319000,2.795500,0.523500,0.063632
partition_0,mol0165,c1cc(C2CCCC2)cc(-n2c3ccccc3c3c4c5ccccc5n(-c5cccc(C6CCC(c7ncns7)CC6)c5)c4ccc32)c1,0,2,3.352100,2.822200,0.529900,0.188286
partition_0,mol0166,O=c1c2ccccc2n(-c2cc(C3CCCC3)cc(C3CCC(C(F)(F)F)CC3)c2)c2ccccc12,0,2,3.485500,2.691200,0.794300,0.263255
partition_0,mol0167,CCCCCCCN1c2ccccc2Sc2cc(C=O)ccc21,0,2,2.791400,2.205600,0.585800,0.278179
